id,genre_ids,original_language,overview,popularity,release_date,title,vote_average,vote_count,budget,revenue,runtime
1003581,"{16,28,878,12}",en,"Until now, the Justice League has been a loose association of superpowered individuals. But when they are swept away to Warworld, a place of unending brutal gladiatorial combat, Batman, Superman, Wonder Woman and the others must somehow unite to form an unbeatable resistance able to lead an entire planet to freedom.",198.264,2023-07-25,Justice League: Warworld,7.2,193,0.0,0.0,90
1083862,"{16,28,27}",ja,"In San Francisco, Jill Valentine is dealing with a zombie outbreak and a new T-Virus, Leon Kennedy is on the trail of a kidnapped DARPA scientist, and Claire Redfield is investigating a monstrous fish that is killing whales in the bay. Joined by Chris Redfield and Rebecca Chambers, they discover the trail of clues from their separate cases all converge on the same location, Alcatraz Island, where a new evil has taken residence and awaits their arrival.",198.213,2023-06-22,Resident Evil: Death Island,7.5,776,0.0,53929.0,91
455476,"{14,28,12}",en,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",197.198,2023-04-27,Knights of the Zodiac,6.6,951,60000000.0,6794519.0,113
958263,"{80,28,53}",ko,A determined detective continues his search for the truth behind Asia's largest drug organization and its elusive boss he has unfinished business with.,193.761,2023-10-05,Believer 2,7.1,48,0.0,0.0,116
1206029,{99},es,,192.393,2023-12-07,"Muchachos, la película de la gente",7.0,5,0.0,0.0,0
330457,"{10751,16,12,35,14}",en,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",118.073,2019-11-20,Frozen II,7.3,9224,150000000.0,1450000000.0,103
1040148,"{16,10751,14,35}",en,"Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",191.778,2023-06-28,"Ruby Gillman, Teenage Kraken",7.4,790,70000000.0,43700000.0,91
459003,"{16,12,10751,14}",uk,"Forest soul Mavka faces an impossible choice between her heart and her duty as guardian to the Heart of the Forest, when she falls in love with the talented young human musician Lukas.",191.432,2023-03-02,Mavka: The Forest Song,7.3,565,5000000.0,17300000.0,99
508883,"{16,12,14,18}",ja,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",189.832,2023-07-14,The Boy and the Heron,7.3,419,50000000.0,128700000.0,124
842675,"{878,28,18}",zh,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",189.25,2023-01-22,The Wandering Earth II,7.3,419,73801827.0,604380922.0,173
131631,"{878,12,53}",en,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,187.619,2014-11-19,The Hunger Games: Mockingjay - Part 1,6.8,15069,125000000.0,755356711.0,123
116776,"{28,16}",ja,"Master Roshi has succeeded at the one mission he valued most: to train Goku and Krillin to become ultimate fighters. So, he arranges for them to test their mettle at a competition hosted by Emperor Chiaotzu. Not everyone's playing by the rules, however, as a member of the ruler's household schemes to use the Dragonballs to extort money and power from the royal.",186.816,1988-07-09,Dragon Ball: Mystical Adventure,6.8,231,0.0,8201600.0,48
677179,"{18,28}",en,"After dominating the boxing world, Adonis Creed has thrived in his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter with nothing to lose.",186.768,2023-03-01,Creed III,7.2,2174,75000000.0,275300000.0,116
868759,"{28,35,10749}",en,"Salt-of-the-earth Cole falls head over heels for enigmatic Sadie — but then makes the shocking discovery that she’s a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",182.622,2023-04-18,Ghosted,7.0,1478,0.0,0.0,117
673,"{12,14}",en,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",182.142,2004-05-31,Harry Potter and the Prisoner of Azkaban,8.0,20411,130000000.0,789804554.0,141
1058694,{18},en,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries a radical new method to break through his students’ apathy and unlock their curiosity, their potential… and maybe even their genius.",182.019,2023-10-19,Radical,7.6,13,10000000.0,20800000.0,127
436270,"{28,12,878}",en,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",178.925,2022-10-19,Black Adam,7.0,5717,200000000.0,393252111.0,124
882569,"{10752,28,53}",en,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",178.686,2023-04-19,Guy Ritchie's The Covenant,7.8,1947,55000000.0,20000000.0,123
157336,"{12,18,878}",en,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,178.127,2014-11-05,Interstellar,8.4,33258,165000000.0,701729206.0,169
1022789,"{16,10751,18,35}",en,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",175.98,2024-06-13,Inside Out 2,0.0,0,0.0,0.0,0
675353,"{28,12,10751,35}",en,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",175.979,2022-03-30,Sonic the Hedgehog 2,7.5,4454,110000000.0,405400000.0,123
614930,"{16,35,28,878}",en,"After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",173.418,2023-07-31,Teenage Mutant Ninja Turtles: Mutant Mayhem,7.3,934,75000000.0,180000000.0,100
507086,"{12,28,878}",en,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",173.134,2022-06-01,Jurassic World Dominion,6.8,5455,165000000.0,1001978080.0,147
640146,"{28,12,878}",en,"Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",171.21,2023-02-15,Ant-Man and the Wasp: Quantumania,6.4,4344,200000000.0,476071180.0,125
906126,"{18,36}",es,"On October 13, 1972, Uruguayan Air Force Flight 571, chartered to take a rugby team to Chile, crashes into a glacier in the heart of the Andes.",170.642,2023-12-15,Society of the Snow,8.3,15,0.0,0.0,144
594767,"{35,28,14}",en,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",170.414,2023-03-15,Shazam! Fury of the Gods,6.6,2649,125000000.0,133838006.0,130
505642,"{28,12,878}",en,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",167.906,2022-11-09,Black Panther: Wakanda Forever,7.2,5779,250000000.0,859102154.0,162
122917,"{28,12,14}",en,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",167.723,2014-12-10,The Hobbit: The Battle of the Five Armies,7.3,13509,250000000.0,956019788.0,144
958182,"{18,53}",es,"Luis, an 18-year-old boy with Indigenous roots, enters the Heroic Military College in hopes of ensuring a better future. There, he encounters a rigid and institutionally violent system designed to turn him into a perfect soldier.",165.833,2023-09-21,Heroic,7.5,87,0.0,0.0,88
